premise,choice1,choice2,question,difficulty,answer,label,split,input,output,task,option1,option2,output_text,output_label,preds,choice,is_correct
The boy was locked out of his house.,He crawled in through an open window.,He climbed up to the roof.,effect,hard,1,0,test,question: the boy was locked out of his house. what is the most plausible effect? options: a) he crawled in through an open window b) he climbed up to the roof,he crawled in through an open window,copa,he crawled in through an open window,he climbed up to the roof,a) he crawled in through an open window,a,a) he crawled in through an open window,a,1
The doorbell rang.,The visitor tapped the knocker on the door.,The woman peered through the keyhole in the door.,effect,hard,2,1,test,question: the doorbell rang. what is the most plausible effect? options: a) the visitor tapped the knocker on the door b) the woman peered through the keyhole in the door,the woman peered through the keyhole in the door,copa,the visitor tapped the knocker on the door,the woman peered through the keyhole in the door,b) the woman peered through the keyhole in the door,b,a) the visitor tapped the knocker on the door,a,0
The man stained his suit.,He got it dry-cleaned.,He hung it in his closet.,effect,easy,1,0,test,question: the man stained his suit. what is the most plausible effect? options: a) he got it drycleaned b) he hung it in his closet,he got it drycleaned,copa,he got it drycleaned,he hung it in his closet,a) he got it drycleaned,a,a) he got it drycleaned,a,1
The girl squeezed the tube of toothpaste.,The toothpaste squirted out of the tube.,The girl spit out the toothpaste.,effect,hard,1,0,test,question: the girl squeezed the tube of toothpaste. what is the most plausible effect? options: a) the toothpaste squirted out of the tube b) the girl spit out the toothpaste,the toothpaste squirted out of the tube,copa,the toothpaste squirted out of the tube,the girl spit out the toothpaste,a) the toothpaste squirted out of the tube,a,a) the toothpaste squirted out of the tube,a,1
Civilian deaths from the war surged.,Pacifists staged a protest.,Pacifists held a parade.,effect,hard,1,0,test,question: civilian deaths from the war surged. what is the most plausible effect? options: a) pacifists staged a protest b) pacifists held a parade,pacifists staged a protest,copa,pacifists staged a protest,pacifists held a parade,a) pacifists staged a protest,a,a) pacifists staged a protest,a,1
The girl yanked the ribbon out of her hair.,She tied the ribbon.,The ribbon looked babyish.,cause,easy,2,1,test,question: the girl yanked the ribbon out of her hair. what is the most plausible cause? options: a) she tied the ribbon b) the ribbon looked babyish,the ribbon looked babyish,copa,she tied the ribbon,the ribbon looked babyish,b) the ribbon looked babyish,b,b) the ribbon looked babyish,b,1
The man got plastic surgery.,He aged.,He looked younger.,effect,hard,2,1,test,question: the man got plastic surgery. what is the most plausible effect? options: a) he aged b) he looked younger,he looked younger,copa,he aged,he looked younger,b) he looked younger,b,b) he looked younger,b,1
A baby chicken emerged from the egg.,The egg hatched.,I cracked the egg.,cause,hard,1,0,test,question: a baby chicken emerged from the egg. what is the most plausible cause? options: a) the egg hatched b) i cracked the egg,the egg hatched,copa,the egg hatched,i cracked the egg,a) the egg hatched,a,a) the egg hatched,a,1
The prisoner starved.,He died.,He fled.,effect,hard,1,0,test,question: the prisoner starved. what is the most plausible effect? options: a) he died b) he fled,he died,copa,he died,he fled,a) he died,a,a) he died,a,1
The man lost his balance on the ladder.,He climbed up the ladder.,He fell off the ladder.,effect,easy,2,1,test,question: the man lost his balance on the ladder. what is the most plausible effect? options: a) he climbed up the ladder b) he fell off the ladder,he fell off the ladder,copa,he climbed up the ladder,he fell off the ladder,b) he fell off the ladder,b,b) he fell off the ladder,b,1
The child burped.,He took a swig of soda.,He opened the soda can.,cause,easy,1,0,test,question: the child burped. what is the most plausible cause? options: a) he took a swig of soda b) he opened the soda can,he took a swig of soda,copa,he took a swig of soda,he opened the soda can,a) he took a swig of soda,a,a) he took a swig of soda,a,1
A cold draft came in through the window.,I relaxed.,I shivered.,effect,hard,2,1,test,question: a cold draft came in through the window. what is the most plausible effect? options: a) i relaxed b) i shivered,i shivered,copa,i relaxed,i shivered,b) i shivered,b,b) i shivered,b,1
The student received a scholarship to go to college.,Her classmates respected her.,She made good grades.,cause,easy,2,1,test,question: the student received a scholarship to go to college. what is the most plausible cause? options: a) her classmates respected her b) she made good grades,she made good grades,copa,her classmates respected her,she made good grades,b) she made good grades,b,b) she made good grades,b,1
The girl poked fun at the boy.,She lived next door to him.,She had a crush on him.,cause,easy,2,1,test,question: the girl poked fun at the boy. what is the most plausible cause? options: a) she lived next door to him b) she had a crush on him,she had a crush on him,copa,she lived next door to him,she had a crush on him,b) she had a crush on him,b,b) she had a crush on him,b,1
The hungry vagrant stole food.,He incited pity.,He had no money.,cause,hard,2,1,test,question: the hungry vagrant stole food. what is the most plausible cause? options: a) he incited pity b) he had no money,he had no money,copa,he incited pity,he had no money,b) he had no money,b,b) he had no money,b,1
I called my friend to chat.,I wanted privacy.,I felt lonely.,cause,hard,2,1,test,question: i called my friend to chat. what is the most plausible cause? options: a) i wanted privacy b) i felt lonely,i felt lonely,copa,i wanted privacy,i felt lonely,b) i felt lonely,b,b) i felt lonely,b,1
The man extended his hand to me.,I shook his hand.,I slapped him.,effect,hard,1,0,test,question: the man extended his hand to me. what is the most plausible effect? options: a) i shook his hand b) i slapped him,i shook his hand,copa,i shook his hand,i slapped him,a) i shook his hand,a,a) i shook his hand,a,1
I ducked.,The fireworks launched up in the air.,The frisbee soared towards my head.,cause,hard,2,1,test,question: i ducked. what is the most plausible cause? options: a) the fireworks launched up in the air b) the frisbee soared towards my head,the frisbee soared towards my head,copa,the fireworks launched up in the air,the frisbee soared towards my head,b) the frisbee soared towards my head,b,b) the frisbee soared towards my head,b,1
The girl bit her nails.,She was worried.,She was surprised.,cause,hard,1,0,test,question: the girl bit her nails. what is the most plausible cause? options: a) she was worried b) she was surprised,she was worried,copa,she was worried,she was surprised,a) she was worried,a,b) she was surprised,b,0
I turned the page on the calendar.,I marked an appointment on the calendar.,It was the beginning of a new month.,cause,easy,2,1,test,question: i turned the page on the calendar. what is the most plausible cause? options: a) i marked an appointment on the calendar b) it was the beginning of a new month,it was the beginning of a new month,copa,i marked an appointment on the calendar,it was the beginning of a new month,b) it was the beginning of a new month,b,a) i marked an appointment on the calendar,a,0
